weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
33.0,2099-13-40 25:61,,Winter,13.537877594532015,,133.7126927873415,75.24322425712623,9027.0,Snow,996.8084172619937
34.0,02/01/2024 09AM,London,Winter,20.511826598105444,57.0,20.804711665730515,14.60612647864954,36809.0,Storm,
35.0,Unknown,London,Winter,9.926129242827061,62.0,16.18256387400737,63.28781646360318,1732.0,Snow,1047.1573803952692
36.0,2099-13-40 25:61,,Winter,23.49033712734247,79.0,23.215023019161542,9.819070460944506,195.0,Rain,985.5555656390364
37.0,2099-13-40 25:61,,Summer,13.247173299281153,81.0,28.664965908212924,72.31925233002384,1401.0,Fog,991.1535781246743
38.0,2024-01-02 13:00,London,Autumn,9.45495218775157,93.0,22.441927094429573,44.18755058790467,3973.0,Fog,968.611151888846
39.0,Unknown,London,Autumn,28.81709962617822,88.0,3.2965609287565867,9.044209892635138,8261.0,,1041.659940681426
40.0,2099-13-40 25:61,London,Summer,-1.5813946887961023,,21.96363155148201,79.69183836988749,,Snow,1049.7512653068925
41.0,2024-01-02T16:00Z,London,Spring,21.659564221929173,,6.292189112891084,73.97706559951547,43689.0,Rain,972.540658381861
42.0,02/01/2024 05PM,,Autumn,14.322586698624137,32.0,140.20949199819893,78.23539507042267,3110.0,Fog,1016.2359282503256
43.0,2024-01-02T18:00Z,,,8.867873643714589,58.0,19.557741684106734,39.53556510152451,8600.0,Fog,1021.1143424282151
44.0,Unknown,London,,10.158369706315533,93.0,25.3152385643574,57.05743910517071,5091.0,,1043.777324963533
45.0,2024-01-02T20:00Z,,Summer,43.78024895916365,27.0,19.41378520264937,35.98798940355698,2983.0,Storm,1004.3856402756859
46.0,2024-01-02 21:00,London,Spring,22.211058025602966,38.0,29.57579688014973,77.08707482397516,22724.0,Snow,
47.0,02/01/2024 10PM,,Spring,21.301604972361407,42.0,8.876049658267346,11.472047147944435,41724.0,Snow,1038.7313123738643
48.0,2099-13-40 25:61,London,Summer,21.392527363839232,30.0,12.726932672738798,4.128118677088155,2216.0,,995.2759552834002
49.0,Unknown,London,Summer,-28.941146877228178,30.0,24.895615699500574,58.77901771589305,8977.0,Clear,1029.8512293917686
50.0,2024-01-03T01:00Z,London,Winter,9.705826838369337,65.0,27.98129239342423,21.990090420664927,1909.0,Rain,1004.4353986740995
,03/01/2024 02AM,,Autumn,11.99509007848803,39.0,13.670386563712404,77.09878748610214,6192.0,,996.0066057148193
52.0,Unknown,London,Spring,20.790388217075883,36.0,14.413253592024018,70.85581467079066,40929.0,Fog,1037.570295703929
53.0,2099-13-40 25:61,,,57.614121109475704,93.0,8.924917036591637,75.81775904408786,7634.0,Clear,
54.0,2024-01-03 05:00,,,9.672893574913424,84.0,12.778968489661063,40.23694397521278,9104.0,Clear,1016.3209462000766
55.0,2024-01-03T06:00Z,London,,9.671983910039035,46.0,26.252298923630917,56.3260299421838,3010.0,Storm,1035.1721598410882
56.0,2024-01-03T07:00Z,,Autumn,7.569041644723019,67.0,25.10306320365926,38.091222911519,9880.0,Rain,1035.7074001550102
57.0,2024-01-03T08:00Z,London,Winter,14.867286102083272,80.0,0.6070970766866923,25.270466465749486,926.0,Rain,966.6629888983117
58.0,2024-01-03T09:00Z,,Autumn,13.087029230608367,79.0,7.335425714064875,143.14497799034996,4107.0,Rain,961.9454096855346
,Unknown,,Summer,17.335584429915862,22.0,27.515980533324104,43.48393685166778,21929.0,Storm,1004.6882995433084
60.0,2099-13-40 25:61,,Spring,14.374369120048708,37.0,22.76593548067753,48.33236130441827,7458.0,Fog,973.9611433284545
61.0,03/01/2024 12PM,,Winter,29.16025909725446,81.0,11.90611736973683,56.41599835038509,,Snow,978.5400165454585
62.0,2024-01-03 13:00,London,Autumn,21.330733083850333,96.0,1.6054957178659357,22.982042163304577,32581.0,,982.8666208552546
63.0,Unknown,London,Spring,7.895669574243177,81.0,24.764419473540798,6.383679793091224,27938.0,Storm,1025.3854512706293
64.0,Unknown,,Winter,,65.0,26.158015210308264,48.9299332927893,8035.0,,1041.5003340789656
65.0,2024-01-03T16:00Z,London,Autumn,8.061142233041652,80.0,19.59186478560623,51.2420994512306,784.0,,956.4865657396751
66.0,2099-13-40 25:61,London,,3.3990130637869953,33.0,22.071073009363147,21.034519593098988,5618.0,Snow,999.8444742761934
67.0,2024-01-03 18:00,London,Spring,-18.248894336440543,22.0,6.01451472350807,54.36859767122311,46926.0,Clear,1001.4410110194059
68.0,03/01/2024 07PM,London,Summer,-6.645407741813646,25.0,15.358278393961701,75.33269692778688,26998.0,Rain,950.277971742023
69.0,2024-01-03T20:00Z,,Spring,13.743692864662934,69.0,21.514297722545837,74.96873026353465,5036.0,Fog,1046.1535339852353
70.0,2024-01-03 21:00,,Summer,5.410179313208452,57.0,24.520020169895744,61.93563375292166,1816.0,Fog,1044.4857786252526
71.0,2024-01-03 22:00,,Autumn,2.6207839299114415,92.0,29.450685676090075,28.603497606417257,1833.0,Fog,972.4999182543947
72.0,2024-01-03 23:00,,Summer,17.247437001502355,41.0,23.342297536009944,37.90679080729117,4914.0,Snow,1038.3025643934564
73.0,Unknown,London,Spring,13.172292494357634,43.0,14.115622643934522,35.77770305520691,1193.0,Snow,1042.9870713680132
74.0,2024-01-04 01:00,London,Winter,18.20537362624403,44.0,23.29326988887483,32.49422500688976,2441.0,Rain,1043.266264735609
75.0,04/01/2024 02AM,,Autumn,28.87762023078617,56.0,18.92618366790927,62.5288238413766,795.0,Clear,984.7427048552942
76.0,2099-13-40 25:61,London,Winter,15.715860007849017,77.0,1.588726178531642,40.903842921600756,3690.0,Rain,963.0870266901912
77.0,2099-13-40 25:61,,Spring,15.447562946514797,68.0,7.783241513903908,,7905.0,,1039.738393057581
78.0,2024-01-04T05:00Z,London,,29.242848003847776,91.0,27.0179253286189,27.39012212265232,634.0,,997.6549530845076
79.0,Unknown,,Autumn,9.976949201400977,24.0,2.503686198656181,,7072.0,Rain,1031.824879628496
80.0,2099-13-40 25:61,London,Winter,1.588346489212574,58.0,137.77597730707004,70.69858004604305,3749.0,Rain,1036.2379863214787
81.0,2024-01-04 08:00,London,,13.684083586191528,83.0,9.442322631581847,29.54524972001267,4830.0,Clear,1000.7412864409005
82.0,2024-01-04 09:00,London,Autumn,15.01473838068165,79.0,24.780295195989645,47.81144129214159,6009.0,Storm,997.5063024104286
83.0,2024-01-04 10:00,London,Spring,6.347942349482841,72.0,16.63078471862871,18.3362236465047,7489.0,Snow,980.1837835859076
84.0,Unknown,London,Winter,28.934550433261265,49.0,11.83463506129967,12.558220284269925,6258.0,Fog,1002.8044870482765
85.0,2024-01-04 12:00,London,,24.18055415356075,63.0,19.29603913719586,23.58134467263217,2926.0,Clear,980.8876652564586
86.0,04/01/2024 01PM,,,12.036250338846664,120.0,3.870337541656539,12.947132768170357,1071.0,Rain,988.0046248591442
87.0,2024-01-04 14:00,London,Autumn,,18.0,29.214694019495116,66.20823197966753,37910.0,Storm,959.6968919960317
88.0,2024-01-04T15:00Z,London,Autumn,21.61078674400797,58.0,26.41003392454766,56.97231304173059,3822.0,Rain,1012.1894465262176
89.0,2024-01-04 16:00,London,Autumn,6.859736923019669,63.0,26.023423600074494,33.40839218039694,6738.0,Rain,1022.623870340596
90.0,Unknown,,Winter,17.675399755617246,33.0,8.325968950465892,65.93047567407548,45705.0,Storm,999.7622948593346
91.0,2099-13-40 25:61,,Summer,10.242602530614533,49.0,0.4950796937067725,61.703626960419356,29229.0,Rain,1023.9302242375577
92.0,2024-01-04T19:00Z,,Autumn,19.95377020184444,89.0,9.501131818195095,165.54418001299825,1051.0,Rain,966.9513914212148
93.0,2024-01-04 20:00,,Summer,16.7309918577572,62.0,4.9132658352972,63.903303117199826,3495.0,Snow,1025.8290101415068
94.0,Unknown,,Summer,19.216969635579666,99.0,99.8963155899965,24.418814159183178,7744.0,Rain,968.3320509607845
95.0,Unknown,,Autumn,,54.0,1.7731769222653593,45.78060202014032,4551.0,Snow,978.137571613555
96.0,2024-01-04 23:00,London,Spring,9.80134012663887,36.0,10.32983290971377,38.76062242127781,3794.0,Clear,1026.334002853566
97.0,2024-01-05 00:00,,,14.425506005564678,87.0,3.678279643614556,44.38524083893036,25803.0,Snow,1037.478844804019
98.0,2024-01-05 01:00,London,Winter,19.373999168586632,71.0,8.908253591379381,136.06645537682425,,Snow,1018.9534361335551
99.0,2099-13-40 25:61,,,5.611814454229375,42.0,7.7332461976247115,55.976930092417696,,Snow,983.0780417875144
100.0,Unknown,,Winter,-13.81075845127556,22.0,17.085139829988847,72.53507181783671,8600.0,Snow,1033.1493899011261
101.0,2099-13-40 25:61,,,10.520650268911588,56.0,16.86093778686461,207.13708500000644,6257.0,Clear,1005.2131759377152
102.0,2024-01-05 05:00,,Summer,7.543797036024908,81.0,137.89474613041017,23.52484181950171,8334.0,Snow,1003.7897654260531
103.0,2024-01-05T06:00Z,,Autumn,59.1275860029198,101.0,,78.50810224498822,2147.0,Clear,965.3547418408227
104.0,2024-01-05 07:00,,Autumn,54.66504309742143,63.0,27.529557598780627,214.21830004613133,27308.0,Snow,964.0538574335311
105.0,05/01/2024 08AM,London,Spring,16.86987395251812,90.0,29.53442922701131,28.699968787701575,5325.0,Clear,978.6917669007748
106.0,2024-01-05 09:00,,Winter,9.84368456685377,39.0,9.02004048700762,35.192998425604465,32779.0,,1033.7141537337925
107.0,2024-01-05 10:00,London,Winter,11.152746787004714,48.0,28.872535856874165,7.95909567399919,4796.0,Storm,968.0246719697495
108.0,2024-01-05T11:00Z,London,,19.179948987515267,97.0,24.081891357451767,42.26721797038411,3988.0,,1027.8868066094274
,2024-01-05T12:00Z,London,Winter,5.432483379464086,84.0,28.421018878462885,23.57812896766039,9421.0,,1019.1290739839397
110.0,2099-13-40 25:61,,Autumn,3.3089621241890477,70.0,13.705593475511014,176.57300290767506,5694.0,Rain,991.5850689902934
111.0,05/01/2024 02PM,London,Autumn,-23.2522557465736,44.0,82.94269262723063,50.916275382264324,9709.0,Snow,961.8287996229348
,2024-01-05T15:00Z,London,Summer,-13.634259448250386,97.0,29.966176090230814,58.33759558210638,2767.0,Storm,997.2560425419639
113.0,2099-13-40 25:61,London,Winter,14.575501027602668,62.0,16.60092383644334,30.65269216823929,9007.0,Snow,1035.5538223131284
114.0,2099-13-40 25:61,,Summer,20.18744700297866,45.0,0.1366672923584944,17.662591053143977,4291.0,,991.7315188818823
115.0,2099-13-40 25:61,,Summer,5.211021896949367,52.0,29.950476768970802,16.16625758780362,6559.0,,1020.4213419428859
116.0,2099-13-40 25:61,London,Autumn,10.942996466456341,60.0,22.110321437538325,13.422462475514845,5960.0,Storm,965.9925409700455
117.0,2099-13-40 25:61,,,32.58421231354126,64.0,6.128037834578705,207.2024821836369,2864.0,Fog,962.4585017083448
,Unknown,,Spring,7.375373530710818,82.0,11.851694241476023,44.361971507190354,1774.0,Clear,978.3807491070892
119.0,05/01/2024 10PM,,Spring,7.1245681194797,41.0,24.929931458719018,2.9644574756675013,6540.0,Clear,964.0956812548994
120.0,2099-13-40 25:61,,Summer,17.935812955582293,65.0,0.7944876679952817,9.421233915860823,4937.0,Clear,954.1968120678697
121.0,Unknown,London,Summer,7.915579647839131,69.0,,65.73549215970351,7542.0,Storm,975.5192762395263
122.0,2024-01-06 01:00,,,28.403999702087763,71.0,12.581021247588446,56.75620903681448,3160.0,,1038.1331705520815
123.0,2024-01-06T02:00Z,London,Spring,16.342187172986065,47.0,14.538862167561552,,1696.0,,1034.8269747037227
124.0,06/01/2024 03AM,London,Winter,18.312645192569814,50.0,25.80641979492027,11.272748217733755,9765.0,,955.2918717439043
125.0,Unknown,London,Winter,29.8254155853407,20.0,11.78133529848692,71.73906265178528,5894.0,Storm,952.3062708641336
126.0,2099-13-40 25:61,,Autumn,11.688812011180305,,21.227143328836938,167.04079062182416,,Clear,1017.9287424445477
127.0,2099-13-40 25:61,London,Autumn,11.544907451606177,144.0,16.25279545842706,159.95223056822954,9075.0,Storm,998.6663651316438
128.0,2024-01-06T07:00Z,London,Autumn,26.88734733175569,81.0,7.98553981984242,61.26579181100212,422.0,,1025.3303379196054
129.0,2099-13-40 25:61,,Winter,19.77816144016655,85.0,8.41826504116103,21.003721105590955,6245.0,,1007.2495374978697
130.0,Unknown,,Autumn,24.210342341854506,94.0,10.821515802268951,8.457076833492883,4006.0,Snow,1045.9609160299751
131.0,06/01/2024 10AM,London,Winter,11.18795423407899,,6.426526721352419,52.11181562072737,6557.0,Rain,1004.4783962327222
132.0,2024-01-06 11:00,,Spring,,94.0,9.303183606143953,6.251218848199356,3947.0,Storm,1036.0231939498537
133.0,2024-01-06 12:00,London,Summer,18.86724710085106,83.0,8.060121675420344,24.92482351151951,2262.0,Snow,975.4417151855716
134.0,Unknown,,Summer,12.27621435530025,47.0,0.05198486021035231,2.0786210649254855,8103.0,Fog,1014.2371144314465
135.0,06/01/2024 02PM,London,Spring,5.013290702616887,99.0,26.539753436096184,30.433680673157227,7665.0,Rain,1020.3532166881478
,Unknown,London,Spring,-7.391578783949026,69.0,7.200964098760415,38.37521072870062,7260.0,Rain,1043.7295026600605
137.0,Unknown,,Summer,12.457671180989323,50.0,21.537222559231104,50.457013562634536,6208.0,,955.8315221353055
138.0,Unknown,London,Autumn,12.328015667417926,41.0,23.210899037856198,9.874032903268528,7582.0,Fog,990.5597631908367
139.0,2024-01-06T18:00Z,London,,19.298272691996935,20.0,63.39324359513557,16.7018232033832,3658.0,Fog,1036.0145925523761
140.0,2099-13-40 25:61,London,Summer,-0.42836573269142164,63.0,26.256378755549584,201.4282847010624,8712.0,Rain,980.6611943181789
141.0,Unknown,London,Summer,-0.8259361022890221,72.0,,70.102205811999,7827.0,,1006.0224334118385
142.0,2024-01-06 21:00,London,Spring,14.096248854970082,86.0,9.491406251475697,,,Storm,1024.5350574588226
143.0,2099-13-40 25:61,London,Summer,,90.0,25.17995730095773,206.170848491956,8482.0,Snow,972.8092602114068
144.0,2024-01-06T23:00Z,London,Spring,13.234901118968905,53.0,10.832390970540006,11.771009674482666,6873.0,Clear,1003.6898921551641
145.0,2024-01-07 00:00,London,Summer,-21.246435637765906,66.0,9.55506625585085,44.83593267915559,2317.0,Rain,1007.0608985946761
146.0,07/01/2024 01AM,London,Autumn,15.9824745699387,27.0,6.548064559326546,21.44335939769568,7280.0,Storm,1005.9333635419661
147.0,2099-13-40 25:61,,Winter,19.52815759304839,26.0,24.19860592173598,70.59432476777035,8176.0,Storm,1008.9395463457595
148.0,2024-01-07T03:00Z,,,49.07062251709066,64.0,27.46204815996964,230.08768650222655,3035.0,Clear,1039.6062761555856
149.0,Unknown,,,21.329767811416204,30.0,5.366968991694535,64.04487944103535,3276.0,Storm,1014.6519031035107
150.0,07/01/2024 05AM,London,Autumn,17.02178654078814,2.0,27.933866525799857,69.93533400566184,,,1007.1660629622932
151.0,Unknown,,Winter,6.783090429455841,37.0,9.04162613439301,1.0755699217305015,7492.0,Fog,952.1563862035557
152.0,Unknown,,Winter,11.582483590182218,33.0,17.263179995458717,72.20453414258667,2548.0,,1023.3435685980452
153.0,2024-01-07T08:00Z,,Summer,16.9076515317956,89.0,3.57881612778727,58.23549989567663,,Snow,958.4097092050104
,2024-01-07 09:00,London,Autumn,22.776277069795913,45.0,5.216272635100444,33.547168978088486,7943.0,Storm,1013.3143200529793
155.0,2024-01-07 10:00,London,Spring,10.575501300899035,21.0,19.18469864594093,,7349.0,Clear,967.6743490733833
156.0,2024-01-07 11:00,London,,6.51952531131097,78.0,61.08065247552459,31.96085357615507,1684.0,Clear,991.8449469037645
157.0,07/01/2024 12PM,London,Spring,19.652732425967727,62.0,13.577180170663143,17.817377143948157,5765.0,Storm,951.1581600078958
158.0,Unknown,London,,14.156076459035386,43.0,13.360901266968277,14.956453885435277,8240.0,Fog,1010.0291620554692
159.0,2024-01-07T14:00Z,London,Autumn,23.846747835552073,42.0,3.1776653743549566,41.25777341788097,5181.0,Storm,993.9869475079114
160.0,Unknown,,Autumn,16.959014393364985,32.0,17.7173860704408,18.911913736624577,3815.0,,1045.6009449270482
161.0,07/01/2024 04PM,,Autumn,4.423290493818431,29.0,2.5442763105911537,37.87346565956773,6372.0,,1032.025193891384
162.0,07/01/2024 05PM,,Spring,20.194738515832878,67.0,22.41282439518826,6.316883705373968,7261.0,Snow,1032.8166199510574
163.0,07/01/2024 06PM,,,4.079639237592705,42.0,5.9840502425583075,72.34279138926537,1058.0,Clear,996.5269937138567
164.0,2024-01-07T19:00Z,,Summer,20.861306423910086,53.0,17.15600711701128,8.380110852158351,4325.0,,1012.6486403382252
165.0,2024-01-07 20:00,London,Summer,15.863838821948434,59.0,29.54414926932945,17.152191024906145,4886.0,,
166.0,Unknown,London,Winter,21.652230090139547,55.0,20.248048210817355,11.232488909838185,1161.0,Fog,1009.0822951765773
167.0,2099-13-40 25:61,,Summer,22.60927371219188,133.0,83.34619726554172,0.3858981396507932,5066.0,,1038.8100319493428
168.0,2024-01-07T23:00Z,,Spring,10.964266168007509,59.0,11.600869771815068,37.48973679069279,,Clear,966.3306968286879
169.0,2024-01-08 00:00,,Summer,18.98056682963516,44.0,25.525427952989354,,9635.0,Rain,1010.3610357832634
170.0,,London,,3.8299233047935246,71.0,1.5190099509044963,17.203949519178614,7758.0,,1017.1374155613644
171.0,,,Summer,-2.6381984212750638,96.0,116.91916217829285,47.76073991110213,2578.0,Rain,989.0465557324633
172.0,08/01/2024 03AM,London,Spring,31.13117848924453,73.0,19.993321656297006,75.43220228843565,5852.0,,1029.9381021317872
173.0,2024-01-08T04:00Z,London,Summer,8.484844034868676,39.0,7.385091100864249,198.50737998039483,28072.0,Fog,1032.125544110982
174.0,2024-01-08T05:00Z,,Summer,53.40444709515553,44.0,29.85130320729904,5.000582721976761,6440.0,,1040.8798716858187
175.0,2024-01-08 06:00,,Autumn,12.572444971758149,,15.66019926140038,42.86499445131046,759.0,,966.1802339275331
176.0,2024-01-08 07:00,London,Summer,20.465566736803392,64.0,21.428643107857503,69.6762448451843,1936.0,Storm,1044.1745217479324
177.0,Unknown,,Spring,-24.108888351969252,32.0,22.87434256732024,116.62169814717419,4018.0,Storm,1031.1498944948212
178.0,2099-13-40 25:61,,Spring,-1.020416260528009,51.0,0.09059106542217976,74.49241581387119,5936.0,Rain,964.256654032288
179.0,2099-13-40 25:61,London,Summer,12.122223237489072,29.0,22.820457457905412,2.985269217153279,3311.0,,1044.874413193749
180.0,2024-01-08 11:00,London,Summer,28.555090460738985,41.0,101.14091610615947,41.852563385111125,6591.0,Snow,1020.7591152670443
,2024-01-08T12:00Z,London,Spring,19.329578539339124,91.0,11.387673762546227,68.56066926217923,7124.0,Snow,1007.6475175028627
182.0,2024-01-08 13:00,London,Summer,22.963955364859096,68.0,91.95280775003936,48.91006553019827,,Snow,1039.6254782097603
183.0,08/01/2024 02PM,,Autumn,8.722294261659963,42.0,80.11726515389806,158.69081168276045,2324.0,Rain,970.4365981627682
184.0,2024-01-08T15:00Z,London,Autumn,7.474769247812384,65.0,12.342910069420602,27.238408227281674,2154.0,,1007.0203364431162
185.0,2024-01-08 16:00,,,16.88235758864342,61.0,10.491793188688517,67.20078518130637,551.0,Fog,
186.0,2024-01-08T17:00Z,,Winter,17.873414914195486,24.0,14.474594840191765,3.4021611082043623,1548.0,Rain,957.0402459709785
187.0,08/01/2024 06PM,London,Summer,8.799067551177075,65.0,110.16751756246424,40.8492249445535,24859.0,,1048.495799822802
188.0,08/01/2024 07PM,,,8.686115082760885,94.0,4.691745062037173,13.553069140583034,2421.0,Rain,1021.0255959671879
189.0,2024-01-08 20:00,London,Winter,25.495358710361515,75.0,25.996968694897255,61.98901314429696,48091.0,,1020.4388739757653
190.0,2024-01-08T21:00Z,London,Summer,6.010886200311138,89.0,23.04259780704454,55.18797411251125,8493.0,Storm,969.7863623761962
191.0,2024-01-08T22:00Z,London,Winter,,55.0,99.9667680939753,4.284385800835837,35189.0,Fog,1028.6653026479728
192.0,2099-13-40 25:61,London,Spring,21.825416659691324,27.0,20.14208732533151,38.976910145292166,7470.0,Rain,951.1635032787171
193.0,09/01/2024 12AM,,Winter,18.89997335096414,60.0,7.315272087832585,3.9758647880253495,4317.0,Clear,1039.4237715290085
194.0,Unknown,,Winter,20.81259401172393,98.0,24.919747496630052,79.37011798587928,3178.0,,1045.4482001121794
195.0,2024-01-09 02:00,,,10.148960594356396,20.0,18.250992933657045,38.9711071722083,6724.0,Snow,965.5995969998578
196.0,Unknown,London,Autumn,6.8987776823525255,,6.904286593416321,14.342082033402264,7385.0,Snow,997.4980453009117
197.0,09/01/2024 04AM,London,Spring,28.799793000904373,43.0,2.4850260351808338,,9317.0,Snow,1047.7424733141602
198.0,2099-13-40 25:61,,Autumn,11.653573536064973,14.0,5.051092875338224,0.24333317067468663,4855.0,Rain,973.573183329176
199.0,09/01/2024 06AM,London,Autumn,11.493132229657697,80.0,3.9312139745421346,60.808014012058905,8058.0,Fog,970.4993579682099
200.0,2099-13-40 25:61,London,Autumn,15.743102869338351,,27.605230285272583,64.43772947790782,2541.0,Rain,1003.8572330277854
201.0,09/01/2024 08AM,London,Summer,,32.0,22.713837621724675,2.1485201337797655,8585.0,Snow,1047.6709607237854
202.0,2099-13-40 25:61,,Autumn,30.500051902319473,21.0,15.562397401897082,17.557081007892272,273.0,Rain,
203.0,Unknown,,Autumn,45.64801124240549,99.0,11.024540301760377,165.35057377930053,5254.0,,958.2481920712888
204.0,2024-01-09T11:00Z,,Spring,14.471110377860557,74.0,1.7850530639604323,11.738370361983428,5909.0,Snow,1005.0486965847861
205.0,2024-01-09T12:00Z,London,Autumn,6.466344233154178,90.0,2.5445083389320877,32.494439047706656,1627.0,,957.469162281492
206.0,Unknown,London,Winter,18.299652819701087,84.0,16.447890526507294,79.24593301740143,8478.0,,974.762109271741
207.0,2099-13-40 25:61,,Spring,17.618079589861,86.0,18.421265852590405,60.26798389552069,1636.0,Clear,977.1512742064641
208.0,2099-13-40 25:61,London,Summer,18.15161082406849,65.0,6.742116871278272,32.4235323075507,5339.0,Rain,956.0012632595921
209.0,Unknown,London,Autumn,30.932111977444748,88.0,11.142016343501881,12.504915465363444,89.0,Fog,1003.4346040766857
210.0,2024-01-09 17:00,London,Summer,24.226820211319833,71.0,26.525084047480433,,3360.0,Clear,986.4189443870557
211.0,2024-01-09T18:00Z,London,Summer,6.496774876872971,76.0,9.463205644163274,37.846278614311935,3335.0,Rain,956.1987422630499
212.0,09/01/2024 07PM,,Spring,-17.337815852645345,78.0,1.7456875363910473,14.40660826571408,1150.0,,961.7908349938003
213.0,2024-01-09 20:00,London,,16.345214971009632,83.0,9.924386588901307,173.70515280400986,1921.0,Clear,974.1945348196659
214.0,2024-01-09T21:00Z,,Winter,10.744937832436978,85.0,7.589119707212736,229.77890951438326,,Clear,989.4057312007163
215.0,2024-01-09T22:00Z,London,Summer,11.963722715398639,64.0,28.37429799760528,20.7387978580571,21679.0,,1035.2037555113955
216.0,2024-01-09 23:00,,Winter,22.168029629563947,51.0,0.16824456690875955,17.608371932246698,1131.0,Rain,
217.0,2024-01-10T00:00Z,London,Autumn,9.286079545517683,32.0,11.814306664332202,36.85527362057948,1265.0,Fog,965.0541268058938
218.0,2024-01-10 01:00,,Winter,23.319603433724275,81.0,7.170813558825727,49.89630524673089,4961.0,Storm,1000.471394904596
219.0,Unknown,London,,15.973390601206498,45.0,7.377533797883186,35.55642543206935,6773.0,Storm,966.7680959901572
220.0,2024-01-10 03:00,,Winter,7.8116947035322095,91.0,24.7336969937337,15.142047413381139,918.0,Storm,973.8671478420467
